Label,Message
spam,Your debit card ending in 4987 has been locked. Reactivate here: http://774.claim-today.org
ham,I'm uploading the Q1 security audit report now.
spam,Order #360164 cannot be delivered. Reschedule now: http://14.cryptoearnings.biz
ham,Lunch is on me today if you’re free.
spam,Your medical test results are in. View securely: http://651.auth-fix.com
ham,Lunch is on me today if you’re free.
ham,I'm uploading the Q1 security audit report now.
spam,Your debit card ending in 4987 has been locked. Reactivate here: http://643.claim-today.org
ham,Meeting's moved to Friday — updating the calendar.
ham,Meeting's moved to Friday — updating the calendar.
spam,Insurance claim denied. Appeal by clicking here: http://724.updatelink.co
ham,"Hey, let's grab coffee after the team sync?"
spam,Congratulations! You’ve won a $1000 Amazon gift card. Claim here: http://33.auth-fix.com
spam,Deposit 0.01 BTC and get 10x back instantly: http://923.claim-today.org
spam,Suspicious SIM change detected. Review your account: http://598.claim-today.org
spam,Order #949930 cannot be delivered. Reschedule now: http://249.cryptoearnings.biz
ham,Have you seen the updated incident response flow?
spam,New sign-in from unknown device. Confirm identity: http://111.gov-secure.net
ham,I'm uploading the Q1 security audit report now.
ham,Can you help troubleshoot the VPN connection later?
ham,Don't forget the phishing awareness webinar on Thursday.
spam,IRS notice: You owe $733.84 in back taxes. Pay now to avoid legal action: http://483.updatelink.co
spam,Your tax return was flagged for fraud. Respond here: http://232.updatelink.co
spam,New sign-in from unknown device. Confirm identity: http://416.cryptoearnings.biz
spam,Your tax return was flagged for fraud. Respond here: http://248.claim-today.org
ham,I'll send the logs over after lunch.
spam,Suspicious SIM change detected. Review your account: http://668.auth-fix.com
ham,Meeting's moved to Friday — updating the calendar.
spam,Your medical test results are in. View securely: http://435.cryptoearnings.biz
ham,I'll send the logs over after lunch.
spam,Your medical test results are in. View securely: http://292.cryptoearnings.biz
ham,Lunch is on me today if you’re free.
spam,Your mobile plan will expire soon. Renew now: http://506.gov-secure.net
ham,Lunch is on me today if you’re free.
spam,Insurance claim denied. Appeal by clicking here: http://804.cryptoearnings.biz
spam,Insurance claim denied. Appeal by clicking here: http://913.cryptoearnings.biz
ham,Have you seen the updated incident response flow?
spam,New sign-in from unknown device. Confirm identity: http://357.claim-today.org
ham,Have you seen the updated incident response flow?
ham,Don't forget the phishing awareness webinar on Thursday.
ham,Thanks for reviewing the new device policy doc.
ham,Lunch is on me today if you’re free.
spam,Suspicious withdrawal of $2745.06 detected. Verify immediately: http://818.auth-fix.com
spam,Your tax return was flagged for fraud. Respond here: http://239.updatelink.co
spam,Order #835817 cannot be delivered. Reschedule now: http://321.updatelink.co
ham,I'm uploading the Q1 security audit report now.
spam,Your computer is infected! Call Microsoft Support now: http://50.gov-secure.net
ham,I'm uploading the Q1 security audit report now.
spam,Critical security update required. Click to download patch: http://348.auth-fix.com
ham,Lunch is on me today if you’re free.
ham,Don't forget the phishing awareness webinar on Thursday.
spam,"This is the CEO. Urgently wire $4,800 to this vendor: http://83.gov-secure.net"
ham,I'll send the logs over after lunch.
ham,"Hey, let's grab coffee after the team sync?"
ham,Sending the final report to the SOC team now.
ham,Don't forget the phishing awareness webinar on Thursday.
spam,Invoice #44312 needs payment today. See details: http://992.claim-today.org
spam,You're the lucky winner of our sweepstakes. Confirm details: http://200.cryptoearnings.biz
spam,Your medical test results are in. View securely: http://116.claim-today.org
spam,Your medical test results are in. View securely: http://220.updatelink.co
ham,"Hey, let's grab coffee after the team sync?"
ham,Thanks for reviewing the new device policy doc.
ham,Meeting's moved to Friday — updating the calendar.
spam,New sign-in from unknown device. Confirm identity: http://695.auth-fix.com
ham,Have you seen the updated incident response flow?
ham,Meeting's moved to Friday — updating the calendar.
spam,Earn free Bitcoin now. Only a few spots left: http://927.updatelink.co
ham,Don't forget the phishing awareness webinar on Thursday.
spam,Suspicious SIM change detected. Review your account: http://54.updatelink.co
spam,Your mobile plan will expire soon. Renew now: http://67.updatelink.co
spam,Earn free Bitcoin now. Only a few spots left: http://876.auth-fix.com
ham,"Hey, let's grab coffee after the team sync?"
spam,Your medical test results are in. View securely: http://99.claim-today.org
ham,Thanks for reviewing the new device policy doc.
ham,Meeting's moved to Friday — updating the calendar.
spam,"This is the CEO. Urgently wire $4,800 to this vendor: http://890.claim-today.org"
ham,Can you help troubleshoot the VPN connection later?
spam,Suspicious SIM change detected. Review your account: http://865.cryptoearnings.biz
spam,Your tax return was flagged for fraud. Respond here: http://977.updatelink.co
ham,I'm uploading the Q1 security audit report now.
spam,"This is the CEO. Urgently wire $4,800 to this vendor: http://408.cryptoearnings.biz"
spam,Suspicious withdrawal of $2125.48 detected. Verify immediately: http://641.gov-secure.net
ham,Have you seen the updated incident response flow?
ham,Sending the final report to the SOC team now.
spam,Deposit 0.01 BTC and get 10x back instantly: http://193.claim-today.org
ham,Thanks for reviewing the new device policy doc.
ham,"Hey, let's grab coffee after the team sync?"
spam,Invoice #44312 needs payment today. See details: http://870.claim-today.org
ham,I'll send the logs over after lunch.
ham,Thanks for reviewing the new device policy doc.
spam,Your medical test results are in. View securely: http://926.cryptoearnings.biz
ham,Can you help troubleshoot the VPN connection later?
ham,Thanks for reviewing the new device policy doc.
spam,You're the lucky winner of our sweepstakes. Confirm details: http://464.gov-secure.net
ham,Lunch is on me today if you’re free.
ham,Have you seen the updated incident response flow?
spam,Deposit 0.01 BTC and get 10x back instantly: http://730.claim-today.org
ham,Don't forget the phishing awareness webinar on Thursday.
spam,Critical security update required. Click to download patch: http://265.updatelink.co
spam,IRS notice: You owe $2785.17 in back taxes. Pay now to avoid legal action: http://226.updatelink.co
spam,New sign-in from unknown device. Confirm identity: http://527.gov-secure.net
ham,Sending the final report to the SOC team now.
spam,You're the lucky winner of our sweepstakes. Confirm details: http://235.cryptoearnings.biz
ham,"Hey, let's grab coffee after the team sync?"
spam,Your mobile plan will expire soon. Renew now: http://279.claim-today.org
spam,Your medical test results are in. View securely: http://112.updatelink.co
spam,Reset your password now or lose access to your account: http://231.claim-today.org
ham,I'll send the logs over after lunch.
ham,"Hey, let's grab coffee after the team sync?"
ham,Meeting's moved to Friday — updating the calendar.
ham,Sending the final report to the SOC team now.
spam,"This is the CEO. Urgently wire $4,800 to this vendor: http://994.cryptoearnings.biz"
ham,Have you seen the updated incident response flow?
ham,I'll send the logs over after lunch.
ham,Have you seen the updated incident response flow?
spam,Invoice #44312 needs payment today. See details: http://220.cryptoearnings.biz
spam,Your medical test results are in. View securely: http://440.cryptoearnings.biz
spam,Congratulations! You’ve won a $1000 Amazon gift card. Claim here: http://830.gov-secure.net
ham,Sending the final report to the SOC team now.
ham,Thanks for reviewing the new device policy doc.
spam,Your mobile plan will expire soon. Renew now: http://160.cryptoearnings.biz
ham,Have you seen the updated incident response flow?
ham,Don't forget the phishing awareness webinar on Thursday.
ham,Don't forget the phishing awareness webinar on Thursday.
ham,Can you help troubleshoot the VPN connection later?
spam,New sign-in from unknown device. Confirm identity: http://226.auth-fix.com
spam,Deposit 0.01 BTC and get 10x back instantly: http://661.claim-today.org
spam,Critical security update required. Click to download patch: http://71.gov-secure.net
ham,Don't forget the phishing awareness webinar on Thursday.
ham,Have you seen the updated incident response flow?
spam,Invoice #44312 needs payment today. See details: http://95.cryptoearnings.biz
spam,Your debit card ending in 4987 has been locked. Reactivate here: http://776.claim-today.org
spam,Deposit 0.01 BTC and get 10x back instantly: http://908.cryptoearnings.biz
ham,"Hey, let's grab coffee after the team sync?"
ham,Meeting's moved to Friday — updating the calendar.
spam,Your debit card ending in 4987 has been locked. Reactivate here: http://650.gov-secure.net
spam,Critical security update required. Click to download patch: http://930.gov-secure.net
spam,Congratulations! You’ve won a $1000 Amazon gift card. Claim here: http://370.gov-secure.net
ham,I'm uploading the Q1 security audit report now.
ham,Have you seen the updated incident response flow?
spam,Invoice #44312 needs payment today. See details: http://527.claim-today.org
ham,Lunch is on me today if you’re free.
ham,I'll send the logs over after lunch.
ham,Can you help troubleshoot the VPN connection later?
ham,"Hey, let's grab coffee after the team sync?"
ham,Can you help troubleshoot the VPN connection later?
spam,Suspicious withdrawal of $3134.02 detected. Verify immediately: http://510.auth-fix.com
spam,Reset your password now or lose access to your account: http://97.auth-fix.com
spam,Reset your password now or lose access to your account: http://526.claim-today.org
ham,I'll send the logs over after lunch.
ham,Sending the final report to the SOC team now.
ham,Can you help troubleshoot the VPN connection later?
spam,Suspicious withdrawal of $2508.78 detected. Verify immediately: http://439.updatelink.co
spam,Critical security update required. Click to download patch: http://732.auth-fix.com
ham,Meeting's moved to Friday — updating the calendar.
spam,You're the lucky winner of our sweepstakes. Confirm details: http://736.cryptoearnings.biz
spam,You're the lucky winner of our sweepstakes. Confirm details: http://575.gov-secure.net
ham,Can you help troubleshoot the VPN connection later?
ham,I'll send the logs over after lunch.
spam,Deposit 0.01 BTC and get 10x back instantly: http://510.auth-fix.com
spam,Order #747421 cannot be delivered. Reschedule now: http://235.gov-secure.net
ham,I'm uploading the Q1 security audit report now.
spam,New sign-in from unknown device. Confirm identity: http://537.gov-secure.net
ham,Have you seen the updated incident response flow?
spam,New sign-in from unknown device. Confirm identity: http://526.gov-secure.net
ham,Lunch is on me today if you’re free.
ham,Thanks for reviewing the new device policy doc.
ham,"Hey, let's grab coffee after the team sync?"
ham,Lunch is on me today if you’re free.
ham,"Hey, let's grab coffee after the team sync?"
spam,Receipt for your $$564.70 purchase is attached. Open here: http://844.updatelink.co
ham,Meeting's moved to Friday — updating the calendar.
ham,Meeting's moved to Friday — updating the calendar.
spam,Earn free Bitcoin now. Only a few spots left: http://700.cryptoearnings.biz
ham,Thanks for reviewing the new device policy doc.
spam,"This is the CEO. Urgently wire $4,800 to this vendor: http://96.gov-secure.net"
ham,Meeting's moved to Friday — updating the calendar.
ham,Lunch is on me today if you’re free.
spam,Earn free Bitcoin now. Only a few spots left: http://549.auth-fix.com
ham,Meeting's moved to Friday — updating the calendar.
spam,Deposit 0.01 BTC and get 10x back instantly: http://703.auth-fix.com
ham,"Hey, let's grab coffee after the team sync?"
spam,Your medical test results are in. View securely: http://19.updatelink.co
ham,Can you help troubleshoot the VPN connection later?
ham,Don't forget the phishing awareness webinar on Thursday.
spam,Earn free Bitcoin now. Only a few spots left: http://605.auth-fix.com
spam,Insurance claim denied. Appeal by clicking here: http://613.cryptoearnings.biz
ham,Don't forget the phishing awareness webinar on Thursday.
ham,Thanks for reviewing the new device policy doc.
spam,Invoice #44312 needs payment today. See details: http://273.claim-today.org
spam,Insurance claim denied. Appeal by clicking here: http://805.cryptoearnings.biz
ham,Thanks for reviewing the new device policy doc.
ham,Don't forget the phishing awareness webinar on Thursday.
spam,Deposit 0.01 BTC and get 10x back instantly: http://708.cryptoearnings.biz
spam,Insurance claim denied. Appeal by clicking here: http://884.cryptoearnings.biz
ham,Don't forget the phishing awareness webinar on Thursday.
ham,Meeting's moved to Friday — updating the calendar.
ham,Have you seen the updated incident response flow?
ham,Sending the final report to the SOC team now.
spam,Reset your password now or lose access to your account: http://540.cryptoearnings.biz
spam,Your debit card ending in 4987 has been locked. Reactivate here: http://858.auth-fix.com
ham,Can you help troubleshoot the VPN connection later?
ham,Lunch is on me today if you’re free.
spam,Insurance claim denied. Appeal by clicking here: http://786.gov-secure.net
spam,Critical security update required. Click to download patch: http://958.gov-secure.net
spam,Your computer is infected! Call Microsoft Support now: http://199.claim-today.org
ham,I'll send the logs over after lunch.
spam,New sign-in from unknown device. Confirm identity: http://981.auth-fix.com
spam,New sign-in from unknown device. Confirm identity: http://946.gov-secure.net
ham,I'm uploading the Q1 security audit report now.
ham,"Hey, let's grab coffee after the team sync?"
spam,Reset your password now or lose access to your account: http://719.claim-today.org
spam,You're the lucky winner of our sweepstakes. Confirm details: http://852.auth-fix.com
ham,Lunch is on me today if you’re free.
spam,"This is the CEO. Urgently wire $4,800 to this vendor: http://646.auth-fix.com"
ham,I'm uploading the Q1 security audit report now.
ham,Have you seen the updated incident response flow?
spam,Invoice #44312 needs payment today. See details: http://707.claim-today.org
spam,Critical security update required. Click to download patch: http://647.claim-today.org
spam,Receipt for your $$1840.12 purchase is attached. Open here: http://623.claim-today.org
spam,Receipt for your $$2319.94 purchase is attached. Open here: http://89.cryptoearnings.biz
spam,Reset your password now or lose access to your account: http://230.gov-secure.net
ham,I'll send the logs over after lunch.
ham,Thanks for reviewing the new device policy doc.
ham,Have you seen the updated incident response flow?
ham,"Hey, let's grab coffee after the team sync?"
ham,Thanks for reviewing the new device policy doc.
ham,I'm uploading the Q1 security audit report now.
ham,Can you help troubleshoot the VPN connection later?
spam,Congratulations! You’ve won a $1000 Amazon gift card. Claim here: http://292.claim-today.org
spam,Suspicious withdrawal of $1376.13 detected. Verify immediately: http://277.claim-today.org
spam,Insurance claim denied. Appeal by clicking here: http://572.claim-today.org
spam,IRS notice: You owe $385.87 in back taxes. Pay now to avoid legal action: http://874.claim-today.org
ham,Sending the final report to the SOC team now.
ham,I'm uploading the Q1 security audit report now.
ham,Thanks for reviewing the new device policy doc.
ham,Thanks for reviewing the new device policy doc.
ham,Thanks for reviewing the new device policy doc.
ham,Lunch is on me today if you’re free.
ham,Can you help troubleshoot the VPN connection later?
ham,Don't forget the phishing awareness webinar on Thursday.
ham,I'll send the logs over after lunch.
spam,Critical security update required. Click to download patch: http://900.gov-secure.net
ham,"Hey, let's grab coffee after the team sync?"
ham,"Hey, let's grab coffee after the team sync?"
spam,Earn free Bitcoin now. Only a few spots left: http://773.gov-secure.net
spam,Your tax return was flagged for fraud. Respond here: http://836.auth-fix.com
spam,Insurance claim denied. Appeal by clicking here: http://884.cryptoearnings.biz
ham,Have you seen the updated incident response flow?
ham,Can you help troubleshoot the VPN connection later?
spam,Your computer is infected! Call Microsoft Support now: http://252.auth-fix.com
ham,Meeting's moved to Friday — updating the calendar.
spam,Deposit 0.01 BTC and get 10x back instantly: http://57.updatelink.co
ham,Can you help troubleshoot the VPN connection later?
spam,Critical security update required. Click to download patch: http://730.cryptoearnings.biz
ham,"Hey, let's grab coffee after the team sync?"
spam,Deposit 0.01 BTC and get 10x back instantly: http://565.updatelink.co
ham,Sending the final report to the SOC team now.
ham,Thanks for reviewing the new device policy doc.
spam,Order #973136 cannot be delivered. Reschedule now: http://696.updatelink.co
spam,Invoice #44312 needs payment today. See details: http://158.updatelink.co
spam,Reset your password now or lose access to your account: http://390.gov-secure.net
ham,Meeting's moved to Friday — updating the calendar.
spam,Insurance claim denied. Appeal by clicking here: http://203.gov-secure.net
spam,You're the lucky winner of our sweepstakes. Confirm details: http://342.cryptoearnings.biz
spam,Deposit 0.01 BTC and get 10x back instantly: http://462.claim-today.org
spam,Invoice #44312 needs payment today. See details: http://592.gov-secure.net
ham,Don't forget the phishing awareness webinar on Thursday.
spam,Earn free Bitcoin now. Only a few spots left: http://312.cryptoearnings.biz
spam,Invoice #44312 needs payment today. See details: http://331.gov-secure.net
spam,Your medical test results are in. View securely: http://648.cryptoearnings.biz
spam,Receipt for your $$4630.17 purchase is attached. Open here: http://663.claim-today.org
ham,Can you help troubleshoot the VPN connection later?
spam,Your tax return was flagged for fraud. Respond here: http://703.auth-fix.com
spam,Critical security update required. Click to download patch: http://186.claim-today.org
ham,Thanks for reviewing the new device policy doc.
spam,Congratulations! You’ve won a $1000 Amazon gift card. Claim here: http://903.updatelink.co
spam,You're the lucky winner of our sweepstakes. Confirm details: http://177.claim-today.org
spam,Deposit 0.01 BTC and get 10x back instantly: http://424.gov-secure.net
ham,I'll send the logs over after lunch.
ham,Meeting's moved to Friday — updating the calendar.
ham,Don't forget the phishing awareness webinar on Thursday.
ham,Have you seen the updated incident response flow?
spam,Congratulations! You’ve won a $1000 Amazon gift card. Claim here: http://863.gov-secure.net
ham,Lunch is on me today if you’re free.
ham,Sending the final report to the SOC team now.
ham,I'm uploading the Q1 security audit report now.
ham,Have you seen the updated incident response flow?
spam,Your computer is infected! Call Microsoft Support now: http://502.claim-today.org
ham,Don't forget the phishing awareness webinar on Thursday.
spam,Your tax return was flagged for fraud. Respond here: http://930.claim-today.org
ham,"Hey, let's grab coffee after the team sync?"
spam,Earn free Bitcoin now. Only a few spots left: http://379.cryptoearnings.biz
spam,Invoice #44312 needs payment today. See details: http://945.claim-today.org
spam,Receipt for your $$683.93 purchase is attached. Open here: http://100.cryptoearnings.biz
ham,Don't forget the phishing awareness webinar on Thursday.
ham,Sending the final report to the SOC team now.
spam,You're the lucky winner of our sweepstakes. Confirm details: http://427.gov-secure.net
ham,Have you seen the updated incident response flow?
spam,Deposit 0.01 BTC and get 10x back instantly: http://797.claim-today.org
spam,Your computer is infected! Call Microsoft Support now: http://782.auth-fix.com
spam,Your computer is infected! Call Microsoft Support now: http://972.cryptoearnings.biz
ham,Don't forget the phishing awareness webinar on Thursday.
ham,Thanks for reviewing the new device policy doc.
spam,Reset your password now or lose access to your account: http://495.gov-secure.net
ham,Lunch is on me today if you’re free.
ham,Have you seen the updated incident response flow?
spam,Insurance claim denied. Appeal by clicking here: http://368.updatelink.co
ham,Can you help troubleshoot the VPN connection later?
spam,You're the lucky winner of our sweepstakes. Confirm details: http://936.cryptoearnings.biz
spam,Your debit card ending in 4987 has been locked. Reactivate here: http://699.updatelink.co
spam,Suspicious SIM change detected. Review your account: http://683.updatelink.co
spam,Receipt for your $$1373.91 purchase is attached. Open here: http://758.updatelink.co
ham,Thanks for reviewing the new device policy doc.
ham,Don't forget the phishing awareness webinar on Thursday.
spam,IRS notice: You owe $3142.36 in back taxes. Pay now to avoid legal action: http://528.updatelink.co
ham,Have you seen the updated incident response flow?
spam,Your medical test results are in. View securely: http://286.updatelink.co
ham,Can you help troubleshoot the VPN connection later?
spam,Suspicious SIM change detected. Review your account: http://703.auth-fix.com
ham,Sending the final report to the SOC team now.
spam,Critical security update required. Click to download patch: http://821.cryptoearnings.biz
spam,IRS notice: You owe $4024.87 in back taxes. Pay now to avoid legal action: http://890.updatelink.co
spam,IRS notice: You owe $2207.22 in back taxes. Pay now to avoid legal action: http://223.gov-secure.net
ham,Lunch is on me today if you’re free.
ham,Have you seen the updated incident response flow?
spam,Your medical test results are in. View securely: http://759.claim-today.org
spam,Suspicious withdrawal of $3116.13 detected. Verify immediately: http://640.cryptoearnings.biz
spam,Order #644684 cannot be delivered. Reschedule now: http://561.updatelink.co
spam,Your computer is infected! Call Microsoft Support now: http://351.updatelink.co
spam,Suspicious SIM change detected. Review your account: http://576.gov-secure.net
ham,Sending the final report to the SOC team now.
spam,Order #125638 cannot be delivered. Reschedule now: http://760.auth-fix.com
ham,Thanks for reviewing the new device policy doc.
ham,Thanks for reviewing the new device policy doc.
spam,Your debit card ending in 4987 has been locked. Reactivate here: http://82.auth-fix.com
ham,Have you seen the updated incident response flow?
ham,I'll send the logs over after lunch.
ham,Lunch is on me today if you’re free.
ham,Sending the final report to the SOC team now.
ham,Thanks for reviewing the new device policy doc.
spam,Congratulations! You’ve won a $1000 Amazon gift card. Claim here: http://850.updatelink.co
spam,Your medical test results are in. View securely: http://241.claim-today.org
spam,IRS notice: You owe $3142.65 in back taxes. Pay now to avoid legal action: http://861.updatelink.co
ham,Sending the final report to the SOC team now.
spam,Invoice #44312 needs payment today. See details: http://91.auth-fix.com
ham,Have you seen the updated incident response flow?
ham,Meeting's moved to Friday — updating the calendar.
ham,Don't forget the phishing awareness webinar on Thursday.
spam,Invoice #44312 needs payment today. See details: http://699.claim-today.org
spam,New sign-in from unknown device. Confirm identity: http://897.auth-fix.com
spam,You're the lucky winner of our sweepstakes. Confirm details: http://853.gov-secure.net
spam,You're the lucky winner of our sweepstakes. Confirm details: http://731.claim-today.org
ham,I'm uploading the Q1 security audit report now.
ham,"Hey, let's grab coffee after the team sync?"
spam,Receipt for your $$3073.77 purchase is attached. Open here: http://173.cryptoearnings.biz
spam,Your tax return was flagged for fraud. Respond here: http://429.cryptoearnings.biz
ham,Lunch is on me today if you’re free.
spam,Earn free Bitcoin now. Only a few spots left: http://972.auth-fix.com
ham,I'm uploading the Q1 security audit report now.
spam,Your mobile plan will expire soon. Renew now: http://649.claim-today.org
ham,Have you seen the updated incident response flow?
spam,Receipt for your $$505.36 purchase is attached. Open here: http://58.auth-fix.com
spam,Receipt for your $$4421.07 purchase is attached. Open here: http://574.updatelink.co
spam,Earn free Bitcoin now. Only a few spots left: http://156.auth-fix.com
ham,Have you seen the updated incident response flow?
ham,"Hey, let's grab coffee after the team sync?"
ham,I'm uploading the Q1 security audit report now.
spam,Critical security update required. Click to download patch: http://737.gov-secure.net
spam,Earn free Bitcoin now. Only a few spots left: http://151.claim-today.org
spam,Receipt for your $$4333.17 purchase is attached. Open here: http://94.cryptoearnings.biz
spam,IRS notice: You owe $213.36 in back taxes. Pay now to avoid legal action: http://32.claim-today.org
ham,I'll send the logs over after lunch.
spam,Your mobile plan will expire soon. Renew now: http://545.updatelink.co
ham,Thanks for reviewing the new device policy doc.
ham,I'll send the logs over after lunch.
ham,Don't forget the phishing awareness webinar on Thursday.
ham,Can you help troubleshoot the VPN connection later?
spam,Receipt for your $$4160.68 purchase is attached. Open here: http://464.auth-fix.com
spam,Your debit card ending in 4987 has been locked. Reactivate here: http://424.auth-fix.com
spam,Receipt for your $$1826.29 purchase is attached. Open here: http://663.claim-today.org
ham,I'll send the logs over after lunch.
ham,Thanks for reviewing the new device policy doc.
spam,Critical security update required. Click to download patch: http://792.gov-secure.net
spam,New sign-in from unknown device. Confirm identity: http://388.auth-fix.com
spam,Deposit 0.01 BTC and get 10x back instantly: http://671.gov-secure.net
ham,Can you help troubleshoot the VPN connection later?
ham,I'm uploading the Q1 security audit report now.
spam,New sign-in from unknown device. Confirm identity: http://500.cryptoearnings.biz
ham,Sending the final report to the SOC team now.
ham,Sending the final report to the SOC team now.
ham,Don't forget the phishing awareness webinar on Thursday.
ham,Sending the final report to the SOC team now.
ham,I'll send the logs over after lunch.
ham,Can you help troubleshoot the VPN connection later?
ham,I'll send the logs over after lunch.
spam,IRS notice: You owe $3918.87 in back taxes. Pay now to avoid legal action: http://796.auth-fix.com
spam,Invoice #44312 needs payment today. See details: http://515.auth-fix.com
spam,Suspicious withdrawal of $4439.30 detected. Verify immediately: http://51.cryptoearnings.biz
spam,Reset your password now or lose access to your account: http://254.cryptoearnings.biz
ham,I'm uploading the Q1 security audit report now.
ham,Sending the final report to the SOC team now.
spam,Deposit 0.01 BTC and get 10x back instantly: http://105.updatelink.co
ham,Have you seen the updated incident response flow?
spam,Suspicious withdrawal of $1647.69 detected. Verify immediately: http://320.updatelink.co
spam,Receipt for your $$3278.31 purchase is attached. Open here: http://493.updatelink.co
spam,Reset your password now or lose access to your account: http://803.updatelink.co
spam,Congratulations! You’ve won a $1000 Amazon gift card. Claim here: http://545.gov-secure.net
spam,Your mobile plan will expire soon. Renew now: http://419.auth-fix.com
ham,"Hey, let's grab coffee after the team sync?"
spam,Your tax return was flagged for fraud. Respond here: http://482.updatelink.co
spam,Congratulations! You’ve won a $1000 Amazon gift card. Claim here: http://777.gov-secure.net
ham,Sending the final report to the SOC team now.
spam,Insurance claim denied. Appeal by clicking here: http://316.updatelink.co
ham,I'll send the logs over after lunch.
ham,Thanks for reviewing the new device policy doc.
spam,Congratulations! You’ve won a $1000 Amazon gift card. Claim here: http://362.updatelink.co
ham,Meeting's moved to Friday — updating the calendar.
spam,Receipt for your $$552.33 purchase is attached. Open here: http://703.claim-today.org
spam,Receipt for your $$3425.99 purchase is attached. Open here: http://303.gov-secure.net
spam,Order #928373 cannot be delivered. Reschedule now: http://977.auth-fix.com
ham,I'm uploading the Q1 security audit report now.
spam,Invoice #44312 needs payment today. See details: http://249.gov-secure.net
spam,Reset your password now or lose access to your account: http://64.cryptoearnings.biz
ham,I'm uploading the Q1 security audit report now.
ham,"Hey, let's grab coffee after the team sync?"
ham,Meeting's moved to Friday — updating the calendar.
ham,I'll send the logs over after lunch.
ham,I'm uploading the Q1 security audit report now.
ham,Thanks for reviewing the new device policy doc.
spam,You're the lucky winner of our sweepstakes. Confirm details: http://536.cryptoearnings.biz
ham,Thanks for reviewing the new device policy doc.
ham,Sending the final report to the SOC team now.
spam,Insurance claim denied. Appeal by clicking here: http://106.gov-secure.net
ham,I'll send the logs over after lunch.
spam,Order #241675 cannot be delivered. Reschedule now: http://328.claim-today.org
ham,Don't forget the phishing awareness webinar on Thursday.
ham,Don't forget the phishing awareness webinar on Thursday.
ham,Don't forget the phishing awareness webinar on Thursday.
spam,Your debit card ending in 4987 has been locked. Reactivate here: http://536.cryptoearnings.biz
spam,Suspicious withdrawal of $672.00 detected. Verify immediately: http://546.gov-secure.net
spam,New sign-in from unknown device. Confirm identity: http://38.auth-fix.com
ham,Sending the final report to the SOC team now.
ham,Meeting's moved to Friday — updating the calendar.
spam,Your mobile plan will expire soon. Renew now: http://539.updatelink.co
spam,IRS notice: You owe $3406.69 in back taxes. Pay now to avoid legal action: http://933.cryptoearnings.biz
spam,Suspicious withdrawal of $3957.94 detected. Verify immediately: http://357.updatelink.co
ham,I'll send the logs over after lunch.
spam,Suspicious withdrawal of $2064.85 detected. Verify immediately: http://506.gov-secure.net
spam,Your computer is infected! Call Microsoft Support now: http://368.claim-today.org
spam,You're the lucky winner of our sweepstakes. Confirm details: http://56.claim-today.org
ham,I'm uploading the Q1 security audit report now.
ham,Have you seen the updated incident response flow?
spam,Your computer is infected! Call Microsoft Support now: http://976.cryptoearnings.biz
spam,Critical security update required. Click to download patch: http://722.claim-today.org
spam,You're the lucky winner of our sweepstakes. Confirm details: http://311.updatelink.co
spam,Suspicious SIM change detected. Review your account: http://116.auth-fix.com
spam,Your mobile plan will expire soon. Renew now: http://563.gov-secure.net
spam,Insurance claim denied. Appeal by clicking here: http://140.updatelink.co
ham,Thanks for reviewing the new device policy doc.
ham,I'll send the logs over after lunch.
ham,I'll send the logs over after lunch.
ham,Meeting's moved to Friday — updating the calendar.
ham,I'll send the logs over after lunch.
spam,Your computer is infected! Call Microsoft Support now: http://957.updatelink.co
ham,I'll send the logs over after lunch.
spam,Congratulations! You’ve won a $1000 Amazon gift card. Claim here: http://904.updatelink.co
spam,Receipt for your $$898.57 purchase is attached. Open here: http://732.updatelink.co
ham,"Hey, let's grab coffee after the team sync?"
spam,Deposit 0.01 BTC and get 10x back instantly: http://523.gov-secure.net
spam,IRS notice: You owe $1030.94 in back taxes. Pay now to avoid legal action: http://328.updatelink.co
spam,Insurance claim denied. Appeal by clicking here: http://438.cryptoearnings.biz
ham,Sending the final report to the SOC team now.
ham,"Hey, let's grab coffee after the team sync?"
ham,"Hey, let's grab coffee after the team sync?"
spam,Invoice #44312 needs payment today. See details: http://772.cryptoearnings.biz
ham,Have you seen the updated incident response flow?
spam,Order #768913 cannot be delivered. Reschedule now: http://437.auth-fix.com
spam,IRS notice: You owe $1315.39 in back taxes. Pay now to avoid legal action: http://155.cryptoearnings.biz
spam,"This is the CEO. Urgently wire $4,800 to this vendor: http://671.cryptoearnings.biz"
spam,Your mobile plan will expire soon. Renew now: http://45.auth-fix.com
ham,Meeting's moved to Friday — updating the calendar.
spam,Your medical test results are in. View securely: http://38.claim-today.org
spam,Receipt for your $$446.82 purchase is attached. Open here: http://695.gov-secure.net
spam,Receipt for your $$1770.31 purchase is attached. Open here: http://509.cryptoearnings.biz
spam,Deposit 0.01 BTC and get 10x back instantly: http://803.claim-today.org
ham,I'm uploading the Q1 security audit report now.
spam,Your computer is infected! Call Microsoft Support now: http://953.auth-fix.com
ham,Have you seen the updated incident response flow?
spam,Suspicious withdrawal of $1479.67 detected. Verify immediately: http://686.cryptoearnings.biz
ham,Have you seen the updated incident response flow?
spam,Suspicious SIM change detected. Review your account: http://720.claim-today.org
ham,I'll send the logs over after lunch.
spam,IRS notice: You owe $4311.57 in back taxes. Pay now to avoid legal action: http://977.claim-today.org
spam,"This is the CEO. Urgently wire $4,800 to this vendor: http://628.auth-fix.com"
